TransLangKey,Language,TransDescription,Few,Many,One,Other,Two,Zero,CreationDate
accept_en,en,"accept",,,,,,,2015-02-10
action_settings_en,en,"Settings",,,,,,,2015-02-10
active_trip_en,en,"Active trip",,,,,,,2015-02-10
add_bags_and_sports_equipment_en,en,"Add Bags & Sports Equipment",,,,,,,2015-02-10
add_bags_en,en,"Add bags",,,,,,,2015-02-10
add_boarding_pass_en,en,"Add Boarding Pass For This Booking",,,,,,,2015-02-10
add_emergency_contact_en,en,"Add Emergency Contact",,,,,,,2015-02-10
add_en,en,"Add",,,,,,,2015-02-10
add_it_to_cart_en,en,"Add it to the Cart",,,,,,,2015-02-10
add_other_equipment_en,en,"Add other equipment",,,,,,,2015-02-10
add_trip_extras_en,en,"Add some Trip Extras",,,,,,,2015-02-10
adt_description_en,en,"16+ years",,,,,,,2015-02-10
adt_fare_en,en,"Adult Fare",,,1 x Adult Fare,%d x Adult Fares,,,2015-02-10
adt_inf_restriction_en,en,"You cannot travel with more infants than adults",,,,,,,2015-02-10
adt_pax_title_en,en,"adt_pax_title",,,,,,,2015-02-10
adults_en,en,"Adults",,,,,,,2015-02-10
aircraft_en,en,"✈",,,,,,,2015-02-10
airport_promoted_en,en,"airport_promoted",,,,,,,2015-02-10
airports_adapter_all_en,en,"All",,,,,,,2015-02-10
airports_adapter_nearby_en,en,"Nearby",,,,,,,2015-02-10
airports_adapter_no_gps_en,en,"No GPS location can be determined. To find nearby airports please turn on GPS on your device.",,,,,,,2015-02-10
airports_adapter_no_location_en,en,"No location can be determined.",,,,,,,2015-02-10
airports_adapter_recentSearch_en,en,"Recent Search",,,,,,,2015-02-10
and_en ,en,"and",,,,,,,2015-02-10
app_name_en,en,"Ryanair",,,,,,,2015-02-10
arrival_en,en,"Arrival",,,,,,,2015-02-10
arrives_en,en,"Arrives ",,,,,,,2015-02-10
availability_en,en,"Availability",,,,,,,2015-02-10
availability_label_operated_en,en,"Operated by %s",,,,,,,2015-02-10
bags_en,en,"Bags",,,,,,,2015-02-10
bags_info_en,en,"Free cabin bag up to 10kg + one small bag permitted. Purchase up to 2 checked-in bags per person, Max combined weight of 35kg.",,,,,,,2015-02-10
bags_title_en,en,"bags_title",,,,,,,2015-02-10
barcode_en,en,"Barcode",,,,,,,2015-02-10
billing_address_en,en,"Billing Address",,,,,,,2015-02-10
billing_country_en,en,"Billing Country",,,,,,,2015-02-10
birth_date_en,en,"Birth Date",,,,,,,2015-02-10
boarding_en,en,"Boarding",,,,,,,2015-02-10
boarding_pass_en,en,"Boarding pass",,,,,,,2015-02-10
book_en,en,"BOOK FLIGHT",,,,,,,2015-02-10
booking_confirmed_en,en,"Booking Confirmed",,,,,,,2015-02-10
booking_not_confirmed_en,en,"Your booking is not confirmed until you receive an email",,,,,,,2015-02-10
booking_pending_en,en,"Booking Pending",,,,,,,2015-02-10
business_fare_en,en,"Business plus",,,,,,,2015-02-10
business_plus_en,en,"Business plus",,,,,,,2015-02-10
business_plus_included_en,en,"Included",,,,,,,2015-02-10
business_plus_info_baggage_en,en,"20kg Baggage allowance",,,,,,,2015-02-10
business_plus_info_fast_track_en,en,"Fast track airport security*",,,,,,,2015-02-10
business_plus_info_fast_track_info_en,en,"*Available in selected airports",,,,,,,2015-02-10
business_plus_info_flexible_en,en,"Flexibility on ticket changes",,,,,,,2015-02-10
business_plus_info_priority_en,en,"Priority Boarding",,,,,,,2015-02-10
business_plus_info_seating_en,en,"Premium Seat",,,,,,,2015-02-10
business_plus_info_tc_en,en,"Terms and Conditions",,,,,,,2015-02-10
business_plus_info_title_en,en,"Business Plus includes",,,,,,,2015-02-10
business_plus_select_seats_en,en,"Business Plus passengers are entitled to a FREE Premium or Standard seat, please select your seat now.",,,,,,,2015-02-10
cabin_baggage_en,en,"Cabin baggage",,,,,,,2015-02-10
calendar_day_name_format_en,en,"EEE",,,,,,,2015-02-10
calendar_invalid_date_en,en,"Date must be between %1$s and %2$s.",,,,,,,2015-02-10
calendar_month_name_format_en,en,"MMMM yyyy",,,,,,,2015-02-10
cancel_en,en,"Cancel",,,,,,,2015-02-10
car_hire_en,en,"Car hire",,,,,,,2015-02-10
card_details_en,en,"Card Details",,,,,,,2015-02-10
card_extra_bags_bullets_en ,en,"card_extra_bags_bullets",,,,,,,2015-02-10
card_extra_bags_bullets_selected_en ,en,"Bags added x %s",,,Bag added x %s,,,,2015-02-10
card_extra_insurance_bullets_en ,en,"card_extra_insurance_bullets",,,,,,,2015-02-10
card_extra_insurance_bullets_selected_en ,en,"Insurance added x %s",,,,,,,2015-02-10
card_extra_insurence_bullets_en ,en,"",,,,,,,2015-02-10
card_extra_modify_en ,en,"Modify",,,,,,,2015-02-10
card_extra_seats_bullets_en,en,"card_extra_seats_bullets",,,,,,,2015-02-10
card_extra_seats_bullets_selected_en ,en,"Seats added x %d",,,,,,,2015-02-10
card_extra_title_bags_en ,en,"Check-in Bags",,,,,,,2015-02-10
card_extra_title_bags_selected_en ,en,"Your Bags",,,,,,,2015-02-10
card_extra_title_insurance_en ,en,"Add Insurance",,,,,,,2015-02-10
card_extra_title_insurance_selected_en ,en,"Your Insurance",,,,,,,2015-02-10
card_extra_title_seats_en ,en,"Select Seats",,,,,,,2015-02-10
card_extra_title_seats_selected_en ,en,"Your Seats",,,,,,,2015-02-10
card_number_en,en,"Card Number",,,,,,,2015-02-10
card_number_last_four_digits_en,en,"Credit/Debit Number (Last 4 digits only)",,,,,,,2015-02-10
card_number_less_four_numbers_en,en,"Card number has less than four digits.",,,,,,,2015-02-10
card_type_en,en,"Type of Card",,,,,,,2015-02-10
ccc_fee_en,en,"Credit card fee",,,,,,,2015-02-10
chd_description_en,en,"2-15 years",,,,,,,2015-02-10
chd_fare_en,en,"Child Fare",,,1 x Child Fare,%d x Child Fares,,,2015-02-10
checkin_bag_en ,en,"Check-in bag",,,,,,,2015-02-10
checkin_bags_en,en,"Check-in bags",,,1 x Check-in bag,%d x Check-in bags,,,2015-02-10
children_en,en,"Children",,,,,,,2015-02-10
choose_destination_en,en,"Choose your departure airport",,,,,,,2015-02-10
choose_origin_en,en,"Choose origin station",,,,,,,2015-02-10
cities_promoted_en,en,"cities_promoted",,,,,,,2015-02-10
city_en,en,"City",,,,,,,2015-02-10
city_landscape_en,en,"City landscape",,,,,,,2015-02-10
close_en,en,"Close",,,,,,,2015-02-10
completed_en,en,"Completed",,,,,,,2015-02-10
confirm_en,en,"Confirm",,,,,,,2015-02-10
contact_details_en,en,"Contact Details",,,,,,,2015-02-10
continue_text_en,en,"Continue",,,,,,,2015-02-10
country_code_en,en,"Country Code",,,,,,,2015-02-10
country_en,en,"Country",,,,,,,2015-02-10
credit_card_en,en,"Credit card",,,,,,,2015-02-10
credit_card_number_help_en,en,"Enter credit or debit card number",,,,,,,2015-02-10
cvv_en,en,"CVV",,,,,,,2015-02-10
date_en,en,"Date",,,,,,,2015-02-10
date_field_error_en,en,"Please Select Date",,,,,,,2015-02-10
debit_card_en,en,"Debit card",,,,,,,2015-02-10
depart_date_en,en,"Depart On:",,,,,,,2015-02-10
departs_en,en,"Departs ",,,,,,,2015-02-10
departure_en,en,"Departure",,,,,,,2015-02-10
dob_en,en,"D.O.B.",,,,,,,2015-02-10
DOB_MAX_DATE_OUTBOUND_VALIDATION_en,en,"DOB_MAX_DATE_OUTBOUND_VALIDATION",,,,,,,2015-02-10
DOB_MIN_DATE_INBOUND_VALIDATION_en,en,"DOB_MIN_DATE_INBOUND_VALIDATION",,,,,,,2015-02-10
DOB_MIN_DATE_OUTBOUND_VALIDATION_en,en,"DOB_MIN_DATE_OUTBOUND_VALIDATION",,,,,,,2015-02-10
done_en,en,"Done",,,,,,,2015-02-10
drawer_close_en,en,"Close navigation drawer",,,,,,,2015-02-10
drawer_open_en,en,"Open navigation drawer",,,,,,,2015-02-10
duplicate_pax_name_en,en,"Duplicate passenger names are not allowed",,,,,,,2015-02-10
duration_en,en,"Duration",,,,,,,2015-02-10
email_address_en,en,"Email Address",,,,,,,2015-02-10
email_en,en,"Email",,,,,,,2015-02-10
emergency_contact_en,en,"Emergency Contact",,,,,,,2015-02-10
enter_documents_en,en,"Enter documents",,,,,,,2015-02-10
enter_last_four_digits_of_card_en,en,"enter_last_four_digits_of_card",,,,,,,2015-02-10
enter_number_en,en,"Enter number",,,,,,,2015-02-10
enter_password_en,en,"Enter your password",,,,,,,2015-02-10
enter_username_en,en,"Enter your username",,,,,,,2015-02-10
error_generic_message_en,en,"An error occurred. Please try again.",,,,,,,2015-02-10
error_processing_message_en,en,"We were not able to process your request at this time.
Please try again later",,,,,,,2015-02-10
error_processing_request_en,en,"Error processing request",,,,,,,2015-02-10
errors_logging_out_en,en,"Errors found trying to log you out",,,,,,,2015-02-10
es_discount_warning_en,en,"We are unable to offer the Spanish resident discount on the Ryanair mobile app. It is available for eligible passengers on Ryanair.com.",,,,,,,2015-02-10
exchange_rate_en,en,"Exchange Rate",,,,,,,2015-02-10
exchange_rate_message_en,en,"If you do not wish to accept the exchange rate of %s please tap reject. The rate on this currency transaction is guaranteed and will not vary. The rate you receive from your bank is not guaranteed, and is subject to daily fluctuations.",,,,,,,2015-02-10
expiration_date_help_en,en,"Expiration date (MM/DD)",,,,,,,2015-02-10
expiry_date_en,en,"Expiry Date",,,,,,,2015-02-10
extra_card_business_plus_message_bags_en,en,"Free with Business Plus",,,,,,,2015-02-10
extra_card_business_plus_message_seats_en,en,"Free with Business Plus",,,,,,,2015-02-10
fast_track_en,en,"Fast track",,,,,,,2015-02-10
fill_all_fields_en,en,"Please fill all fields",,,,,,,2015-02-10
filter_airports_en,en,"Filter airports",,,,,,,2015-02-10
filter_countries_en,en,"Filter countries",,,,,,,2015-02-10
find_flight_by_number_en,en,"Find Flight by Number",,,,,,,2015-02-10
find_flight_by_route_en,en,"Find Flight by Route",,,,,,,2015-02-10
find_your_booking_en,en,"Find Your Booking",,,,,,,2015-02-10
find_your_flights_en,en,"Find your flights",,,,,,,2015-02-10
first_name_en,en,"First name",,,,,,,2015-02-10
flight_en,en,"Flight",,,,,,,2015-02-10
flight_info_en,en,"Flight info",,,,,,,2015-02-10
flight_number_en,en,"Flight #",,,,,,,2015-02-10
flight_restriction_minutes_en,en,"Can\'t select flights %d hours prior departure",,,,,,,2015-02-10
flight_status_en,en,"Flight Status ",,,,,,,2015-02-10
flights_are_sold_out_en,en,"The flights are sold out",,,,,,,2015-02-10
fly_back_en,en,"Fly Back",,,,,,,2015-02-10
fly_out_en,en,"Fly Out",,,,,,,2015-02-10
fraud_station_notice_en,en,"The selected route cannot be booked in our mobile app. Please contact Ryanair call centre or changed your planned trip.",,,,,,,2015-02-10
free_en,en,"FREE",,,,,,,2015-02-10
from_en,en,"From:",,,,,,,2015-02-10
gate_closes_at_en,en,"Gate closes at",,,,,,,2015-02-10
generic_error_en,en,"An error occured",,,,,,,2015-02-10
get_offers_en,en,"Get our offers emailed to you",,,,,,,2015-02-10
getting_availability_en,en,"Getting available flights
Please wait",,,,,,,2015-02-10
go_one_way_en,en,"Go one way",,,,,,,2015-02-10
guest_email_en,en,"guest.email@ryanair.com",,,,,,,2015-02-10
